x : 7.125660  y : -0.239924  deg : 164.405420
x : 4.022719  y : 0.999364  deg : -1.854603
x : 4.041002  y : 1.103042  deg : 1.681282
x : 4.012052  y : 1.124164  deg : 0.257372
x : 3.918678  y : 0.890641  deg : -3.810303
x : 3.923420  y : 0.913939  deg : -4.636343
x : 3.947949  y : 1.101142  deg : 0.047051
x : 3.928013  y : 1.107780  deg : -0.218937
x : 3.857378  y : 0.873748  deg : -4.410070
x : 3.883601  y : 0.958890  deg : -1.862861
x : 3.862781  y : 0.881650  deg : -3.279897
x : 3.899611  y : 1.114051  deg : 0.550004
x : 3.804072  y : 0.737976  deg : -2.475107
x : 3.831366  y : 0.987431  deg : -3.076128
x : 3.766876  y : 0.792809  deg : -2.857862
x : 3.745776  y : 0.752443  deg : -3.780149
x : 3.760976  y : 0.816282  deg : -1.649667
x : 3.763447  y : 0.832045  deg : -2.111275
x : 3.746925  y : 0.839304  deg : -2.413348
x : 3.729377  y : 0.791621  deg : -3.251402
x : 3.737905  y : 0.760178  deg : -3.362810
x : 3.751957  y : 0.839477  deg : -2.428476
x : 3.761375  y : 0.894000  deg : -1.660115
x : 3.754225  y : 0.800321  deg : -3.674892
x : 3.783729  y : 0.871631  deg : -0.930231
x : 3.804684  y : 0.926119  deg : -0.198433
x : 3.843665  y : 1.039714  deg : 1.955575
x : 3.804233  y : 0.825432  deg : -2.629658
x : 3.823042  y : 0.919073  deg : -0.409274
x : 3.798006  y : 0.864324  deg : -3.623276
x : 3.812942  y : 0.918754  deg : -1.376105
x : 3.823939  y : 0.833823  deg : -2.291602
x : 3.894130  y : 1.077890  deg : 2.540404
x : 3.849194  y : 0.857960  deg : -1.928415
x : 3.863717  y : 0.858312  deg : -1.722968
x : 3.882070  y : 0.858727  deg : -1.529289
x : 3.892340  y : 0.882336  deg : -1.623065
x : 3.898752  y : 0.882473  deg : -1.643285
x : 3.927043  y : 0.875234  deg : -1.377799
x : 3.934483  y : 0.914151  deg : -1.672465
x : 3.898805  y : 0.936435  deg : -2.611972
x : 3.892502  y : 0.943916  deg : -3.442047
x : 3.958935  y : 1.158391  deg : 1.254799
x : 3.951034  y : 0.929842  deg : -2.183677
x : 3.987780  y : 0.930409  deg : -1.805779
x : 4.011602  y : 0.938388  deg : -1.739717
x : 4.017292  y : 0.961411  deg : -1.571351
x : 3.993578  y : 0.998959  deg : -3.250612
x : 3.977068  y : 1.021138  deg : -3.492557
x : 3.996140  y : 0.991467  deg : -3.158250
x : 4.035461  y : 0.976821  deg : -2.841379
x : 4.040042  y : 0.992013  deg : -3.063790
x : 4.037952  y : 1.036955  deg : -3.666595
x : 4.045451  y : 0.999611  deg : -3.185783
x : 4.082056  y : 0.999882  deg : -3.066616
x : 4.106760  y : 0.984832  deg : -2.445718
x : 4.140698  y : 0.961947  deg : -1.746013
x : 4.160486  y : 0.915588  deg : -0.912523
x : 4.182100  y : 0.977029  deg : -1.854364
x : 4.180513  y : 0.984657  deg : -1.955984
x : 4.205992  y : 0.984450  deg : -2.546029
x : 4.186320  y : 0.999794  deg : -3.440069
x : 4.223057  y : 0.991873  deg : -2.964347
x : 4.241174  y : 0.991647  deg : -2.778944
x : 4.247507  y : 0.991559  deg : -3.301533
x : 4.261194  y : 0.991352  deg : -3.100370
x : 4.264378  y : 0.922159  deg : -1.366558
x : 4.238439  y : 0.739833  deg : 0.372958
x : 4.312087  y : 1.013124  deg : -3.111050
x : 4.362524  y : 0.958562  deg : -0.763176
x : 4.397448  y : 0.995697  deg : 0.299911
x : 4.381167  y : 0.996201  deg : -0.391289
x : 4.401933  y : 1.063121  deg : -1.960838
x : 4.425722  y : 0.994748  deg : -0.552281
x : 4.433626  y : 0.971611  deg : -0.489621
x : 4.465695  y : 1.008390  deg : -1.174239
x : -nan  y : -nan  deg : -nan
x : 4.483070  y : 0.977315  deg : -1.030014
x : 4.455941  y : 1.008775  deg : -2.138382
x : 4.483050  y : 1.060108  deg : -3.024282
x : 4.512793  y : 1.095676  deg : -3.192648
x : 4.510218  y : 1.014030  deg : -2.202348
x : 4.529908  y : 0.990429  deg : -1.429731
x : 4.550721  y : 1.004546  deg : -1.487335
x : 4.544607  y : 0.905264  deg : 0.319261
x : 4.556302  y : 0.943318  deg : -0.569020
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 4.787366  y : 1.107159  deg : -4.015316
x : 4.726057  y : 0.910143  deg : -1.285722
x : 4.765883  y : 0.937915  deg : -1.172504
x : 4.786290  y : 0.974251  deg : -0.864922
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 4.875294  y : 1.041083  deg : -3.426932
x : 4.839184  y : 0.924525  deg : -1.303975
x : 4.846633  y : 0.923905  deg : -1.080053
x : 4.840353  y : 0.893879  deg : -1.046457
x : 4.871504  y : 0.944512  deg : -1.549393
x : 4.934286  y : 1.042704  deg : -3.284079
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 4.890867  y : 0.881973  deg : -0.587136
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 4.935431  y : 0.931115  deg : -1.900474
x : 4.958067  y : 0.928931  deg : -1.481380
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 4.371018  y : 0.927463  deg : -4.086271
x : 4.336050  y : 0.928406  deg : -3.968863
x : 4.301795  y : 0.898073  deg : -3.899497
x : 4.264414  y : 0.811877  deg : -2.261739
x : 4.266330  y : 0.906567  deg : -3.397790
x : 4.218344  y : 1.014623  deg : -3.518814
x : 4.228337  y : 1.196510  deg : -0.100943
x : 4.218326  y : 1.103621  deg : -1.519035
x : 4.246423  y : 1.168153  deg : 1.213301
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 4.120416  y : 0.992432  deg : -3.349054
x : 4.140884  y : 1.182522  deg : -0.036275
x : 4.090169  y : 0.961936  deg : -3.071958
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 3.949013  y : 1.050179  deg : -3.533436
x : 3.934026  y : 1.071781  deg : -4.017118
x : 3.927560  y : 1.071607  deg : -3.742411
x : 3.912324  y : 1.100124  deg : -3.313212
x : 3.827010  y : 0.865170  deg : 0.037023
x : 3.852372  y : 1.076455  deg : -2.799261
x : 3.765909  y : 0.847741  deg : 0.178057
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 3.645137  y : 1.249768  deg : -0.012533
x : 3.603130  y : 1.077553  deg : -4.270231
x : 3.494507  y : 0.788904  deg : 1.068288
x : -nan  y : -nan  deg : -nan
x : 3.542530  y : 1.087120  deg : -3.456135
x : 3.544598  y : 1.221782  deg : -0.334955
x : 3.528758  y : 1.072080  deg : -3.983392
x : 3.491834  y : 1.103694  deg : -3.506630
x : 3.415140  y : 0.837529  deg : -0.852235
x : 3.407440  y : 0.844544  deg : 0.080065
x : 3.392189  y : 0.805579  deg : 0.333259
x : 3.382754  y : 0.842770  deg : 0.155864
x : 3.353216  y : 0.833058  deg : -0.163800
x : 3.319057  y : 0.723808  deg : 0.460042
x : 3.283060  y : 0.736701  deg : 0.623149
x : 3.356111  y : 1.130914  deg : -4.686676
x : 3.384199  y : 1.224349  deg : -5.105700
x : 3.288326  y : 0.721693  deg : 0.791615
x : 3.360404  y : 1.144561  deg : -3.357837
x : 3.383472  y : 1.230533  deg : -4.675154
x : 3.359412  y : 1.246285  deg : -4.532752
x : 3.259567  y : 0.773028  deg : 1.738238
x : 3.360789  y : 1.240281  deg : -4.217824
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 3.357524  y : 1.294457  deg : -3.830018
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 3.244448  y : 0.831684  deg : 1.580044
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 3.255897  y : 0.854846  deg : 1.285407
x : 3.383206  y : 1.291735  deg : -4.881118
x : 3.369746  y : 1.228922  deg : -2.864252
x : 3.300758  y : 0.843880  deg : 2.069453
x : 3.318040  y : 0.860153  deg : 1.589903
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 3.427683  y : 1.210180  deg : -3.324851
x : 3.411041  y : 1.208376  deg : -4.252383
x : 3.425663  y : 1.197130  deg : -3.415718
x : 3.379533  y : 0.797086  deg : 1.962133
x : 3.466885  y : 1.194900  deg : -3.016910
x : 3.485430  y : 1.177079  deg : -3.113324
x : 3.518151  y : 1.160175  deg : -2.763057
x : 3.531967  y : 1.168067  deg : -2.650805
x : 3.469070  y : 0.818214  deg : 1.513611
x : 3.578838  y : 1.145018  deg : -2.519775
x : 3.522133  y : 0.821341  deg : 2.356213
x : 3.601214  y : 1.146743  deg : -2.361527
x : 3.626299  y : 1.141757  deg : -2.130587
x : 3.655644  y : 1.136922  deg : -1.665464
x : 3.666159  y : 1.130708  deg : -1.872624
x : 3.676408  y : 1.124427  deg : -2.077855
x : 3.694446  y : 1.104545  deg : -2.138353
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 3.723270  y : 1.120263  deg : -3.178480
x : 3.618108  y : 0.795142  deg : 0.714974
x : 3.715447  y : 1.105764  deg : -3.471204
x : 3.748125  y : 1.100470  deg : -3.260868
x : 3.693359  y : 0.774567  deg : 1.054127
x : 3.789490  y : 1.081077  deg : -2.900018
x : 3.801245  y : 1.074404  deg : -2.853218
x : 3.810425  y : 1.074796  deg : -3.138397
x : 3.817253  y : 1.067854  deg : -3.321673
x : 3.843323  y : 1.054333  deg : -3.232791
x : 3.843684  y : 1.076129  deg : -3.515924
x : 3.844347  y : 1.068915  deg : -4.174890
x : 3.887015  y : 1.070402  deg : -3.587601
x : 3.924098  y : 1.049558  deg : -3.690145
x : 3.854345  y : 0.747100  deg : 0.534218
x : 3.936761  y : 1.064551  deg : -3.931267
x : 3.972603  y : 1.058056  deg : -3.469802
x : 3.946554  y : 0.772649  deg : 1.208005
x : 4.039789  y : 1.066544  deg : -2.572989
x : 4.057487  y : 1.044594  deg : -3.339896
x : 4.084321  y : 1.081686  deg : -3.692541
x : 4.085994  y : 1.037390  deg : -3.594666
x : 4.079790  y : 1.066966  deg : -3.975426
x : 4.098570  y : 1.052318  deg : -4.094953
x : 4.134353  y : 1.015076  deg : -3.713069
x : 4.169740  y : 1.037481  deg : -3.155729
x : 4.201668  y : 1.029808  deg : -3.169430
x : 4.223535  y : 1.007020  deg : -2.930885
x : 4.238040  y : 0.968814  deg : -2.441521
x : 4.254108  y : 1.029220  deg : -3.863453
x : 4.257461  y : 1.006572  deg : -4.303724
x : 4.314489  y : 0.997935  deg : -3.150818
x : 4.365060  y : 0.989069  deg : -3.221680
x : 4.372864  y : 0.988846  deg : -3.499630
x : 4.350580  y : 0.801998  deg : -0.644325
x : 4.383174  y : 0.777048  deg : -0.375249
x : 4.413955  y : 0.792152  deg : -0.206512
x : 4.440590  y : 0.791262  deg : -0.283142
x : 4.526656  y : 0.906107  deg : -1.371147
x : 4.547106  y : 0.928369  deg : -2.049053
x : 4.588589  y : 1.149790  deg : -1.125991
x : 4.542843  y : 0.936287  deg : -3.903660
x : 4.528160  y : 0.787853  deg : -0.785415
x : 4.590070  y : 0.956888  deg : -4.175074
x : 4.540594  y : 0.874268  deg : 1.567069
x : 4.558902  y : 0.826192  deg : 0.249087
x : 4.633295  y : 0.742859  deg : 0.057137
x : 4.637389  y : 0.774598  deg : -0.972144
x : 4.622299  y : 0.695111  deg : -0.128793
x : 4.700690  y : 0.873171  deg : -0.073622
x : 4.738137  y : 0.855138  deg : 1.059793
x : 4.729390  y : 0.800882  deg : -1.009401
x : 4.730240  y : 0.705439  deg : -0.174748
x : 4.814488  y : 0.795062  deg : 0.986046
x : 4.870159  y : 0.883743  deg : 2.732415
x : 4.910109  y : 0.910765  deg : 2.076779
x : 5.012123  y : 0.990448  deg : 1.160221
x : 5.071373  y : 0.983782  deg : 0.931819
x : 5.086411  y : 1.011275  deg : 0.608673
x : 5.071934  y : 1.005702  deg : -0.206049
x : 5.036846  y : 0.935807  deg : 1.973125
x : 5.117010  y : 1.007533  deg : 0.736750
x : 5.153692  y : 1.031773  deg : 0.324656
x : 5.195211  y : 0.894945  deg : -2.696717
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 5.433089  y : 1.207135  deg : -2.186091
x : 5.314015  y : 0.827703  deg : -2.377014
x : 5.414038  y : 1.048759  deg : -5.325442
x : 5.414607  y : 1.020837  deg : -6.296486
x : 5.384985  y : 0.890586  deg : -3.307106
x : 5.486093  y : 1.104028  deg : 0.540455
x : 5.550227  y : 1.164300  deg : -4.170269
x : 5.447878  y : 0.844847  deg : -1.066448
x : 5.464687  y : 0.835025  deg : -5.479706
x : 5.537171  y : 1.114154  deg : -0.591414
x : 5.632203  y : 1.229679  deg : -2.444412
x : 5.685791  y : 1.223398  deg : -2.362996
x : 5.737146  y : 1.247754  deg : -3.122664
x : 5.750199  y : 1.244451  deg : -3.198664
x : 5.669784  y : 1.105774  deg : -0.386066
x : 5.678686  y : 1.110288  deg : -1.061871
x : 5.789602  y : 1.234278  deg : -2.678828
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 5.803256  y : 1.087097  deg : 0.670684
x : 5.889850  y : 1.213012  deg : -3.142299
x : 5.914186  y : 1.194084  deg : -4.040205
x : 5.792260  y : 0.932610  deg : -2.650535
x : 5.947232  y : 1.208343  deg : -1.982798
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 5.937022  y : 0.963120  deg : -8.275933
x : 6.098373  y : 1.404674  deg : 1.047833
x : 5.838625  y : 0.835422  deg : -1.882694
x : 5.941621  y : 0.961928  deg : -2.547767
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 6.261298  y : 1.279144  deg : 4.408473
x : 6.256645  y : 1.275767  deg : 4.553757
x : 5.992213  y : 0.807135  deg : -4.400235
x : 5.988371  y : 0.827510  deg : -5.360461
x : 6.240721  y : 1.271440  deg : 4.394173
x : 6.326298  y : 1.365598  deg : 1.538482
x : 6.345424  y : 1.384737  deg : 1.073588
x : 6.330155  y : 1.368589  deg : 1.662279
x : 6.499750  y : 1.571685  deg : -27.582125
x : 6.364372  y : 1.496001  deg : -11.947090
x : 6.514022  y : 1.553922  deg : -28.030384
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 6.445846  y : 1.571511  deg : -25.068160
x : 6.429707  y : 1.506691  deg : -16.065851
x : -nan  y : -nan  deg : -nan
x : 6.461409  y : 1.589312  deg : -27.929010
x : 6.458432  y : 1.569531  deg : -24.014964
x : 6.399340  y : 1.529103  deg : -15.190250
x : 6.438766  y : 1.588469  deg : -27.245411
x : 6.365488  y : 1.549514  deg : -16.720840
x : 6.345225  y : 1.549351  deg : -16.115485
x : 6.402366  y : 1.562675  deg : -19.116224
x : 6.405296  y : 1.575222  deg : -20.147875
x : 6.349894  y : 1.572559  deg : -18.871555
x : 6.333999  y : 1.581810  deg : -20.015097
x : 6.313982  y : 1.573898  deg : -18.780174
x : 6.320078  y : 1.587571  deg : -18.881038
x : 6.341800  y : 1.600150  deg : -19.479338
x : 6.343760  y : 1.599332  deg : -20.748552
x : 6.348428  y : 1.613784  deg : -21.336990
x : 6.309371  y : 1.626052  deg : -21.134574
x : 6.335049  y : 1.611492  deg : -22.315222
x : 6.337700  y : 1.610391  deg : -22.091287
x : 6.295978  y : 1.629489  deg : -20.469159
x : 6.182477  y : 1.528403  deg : -4.811365
x : 6.275813  y : 1.633463  deg : -19.952247
x : 6.206789  y : 1.569857  deg : -9.200344
x : 6.261368  y : 1.621185  deg : -20.747956
x : 6.171512  y : 1.536330  deg : -9.037619
x : 6.023694  y : 1.310190  deg : 1.207646
x : 5.974369  y : 1.241191  deg : -0.247603
x : 6.158840  y : 1.509356  deg : -6.844396
x : 6.161942  y : 1.487374  deg : -5.480123
x : 6.269011  y : 1.583451  deg : -17.951220
x : 5.990237  y : 1.276331  deg : 1.581779
x : 5.959089  y : 1.228361  deg : 1.207557
x : 6.170670  y : 1.453679  deg : -2.472450
x : 6.358956  y : 1.576419  deg : -17.849326
x : 6.356941  y : 1.579754  deg : -17.624684
x : 6.334177  y : 1.568343  deg : -17.523598
x : 6.329657  y : 1.572980  deg : -19.530515
x : 6.064633  y : 1.296742  deg : 2.426975
x : 6.032188  y : 1.345200  deg : 2.143430
x : 5.854567  y : 1.143302  deg : -2.803166
x : 6.072667  y : 1.452030  deg : 0.006056
x : 5.700006  y : 0.774089  deg : -6.351244
x : 5.730688  y : 1.091774  deg : -1.192363
x : 5.640941  y : 1.085852  deg : -1.216155
x : 5.580137  y : 1.065303  deg : -1.260662
x : 5.561565  y : 1.200810  deg : 0.532008
x : 5.406120  y : 1.077751  deg : -2.562782
x : 5.791484  y : 1.717623  deg : -12.623175
x : 5.904575  y : 1.798290  deg : -19.386141
x : 5.888843  y : 1.813093  deg : -18.906474
x : 5.386728  y : 1.182695  deg : 1.649799
x : 5.202024  y : 0.751638  deg : -5.286729
x : 5.198619  y : 0.916667  deg : -4.119119
x : 5.102637  y : 0.861072  deg : -4.551513
x : 5.027851  y : 0.800331  deg : -5.570946
x : 5.051392  y : 1.051721  deg : -2.130502
x : 5.002416  y : 1.057324  deg : -2.179043
x : 4.941333  y : 1.041989  deg : -3.062324
x : 4.865784  y : 0.876438  deg : -5.372871
x : 4.885777  y : 1.032747  deg : -0.596685
x : 4.853720  y : 1.057735  deg : -0.581919
x : 4.786254  y : 0.921112  deg : -2.993166
x : 4.746753  y : 0.760245  deg : -2.153291
x : 4.811459  y : 0.888500  deg : -3.570714
x : 4.883637  y : 1.218389  deg : 1.396228
x : 4.683577  y : 0.795809  deg : -3.243572
x : 4.643366  y : 0.758329  deg : -1.980523
x : 4.637797  y : 0.798411  deg : -4.108404
x : 4.570158  y : 0.785954  deg : -5.406589
x : 4.515126  y : 0.764389  deg : -3.871608
x : 4.609749  y : 1.226123  deg : 4.116889
x : 4.552219  y : 1.256782  deg : 4.222231
x : 4.421291  y : 1.128472  deg : 2.748398
x : 4.337277  y : 1.042595  deg : 1.860984
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 3.838237  y : 1.010011  deg : 1.108717
x : 3.754263  y : 0.901407  deg : -2.486408
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 3.452699  y : 1.058813  deg : 2.892550
x : 3.317078  y : 0.889572  deg : -1.755801
x : 3.196355  y : 0.834728  deg : -1.357839
x : 3.087296  y : 0.964850  deg : 2.388599
x : 3.028303  y : 1.069301  deg : 5.111867
x : 2.884938  y : 0.849484  deg : -1.179335
x : 2.771376  y : 0.867195  deg : 3.332912
x : 2.714806  y : 0.973602  deg : 2.562378
x : 2.651880  y : 0.986344  deg : 4.300467
x : 2.467492  y : 0.901485  deg : 0.495370
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
